text,category,sentiment,priority,cleaned_text
I think the mobile app needs a dark mode Please help me.,feedback,positive,low,think mobile app needs dark mode help
Thank you for resolving my issue so quickly I have been waiting for days.,feedback,positive,low,thank resolving issue quickly waiting days
I want to cancel my subscription and get a refund I am very frustrated.,billing,neutral,urgent,want cancel subscription refund frustrated
My return was rejected but the item was faulty I have been waiting for days.,returns,negative,medium,return rejected item faulty waiting days
Please help me update my profile information I am very frustrated.,account,neutral,medium,help update profile information frustrated
My account was hacked and I need help Thank you in advance.,account,neutral,high,account hacked need help thank advance
Thank you for resolving my issue so quickly Can someone assist me?,feedback,positive,low,thank resolving issue quickly assist
Nobody is responding to my previous emails I have been waiting for days.,complaint,negative,medium,responding previous emails waiting days
How long will my order take to arrive Can someone assist me?,shipping,negative,low,long order arrive assist
I need a refund for the duplicate charge I have been waiting for days.,billing,negative,urgent,need refund duplicate charge waiting days
I received the wrong item in my package Please help me.,shipping,negative,high,received wrong item package help
My return was rejected but the item was faulty This is urgent.,returns,neutral,medium,return rejected item faulty urgent
My order has not arrived after 2 weeks I am very frustrated.,shipping,negative,high,order arrived weeks frustrated
The website is showing an error 500 This is urgent.,technical_support,neutral,urgent,website showing error 500 urgent
I cannot verify my email address Please help me.,account,neutral,medium,verify email address help
My bank account shows a charge but no confirmation I am very frustrated.,billing,neutral,high,bank account shows charge confirmation frustrated
I am getting a server error when I try to submit This is urgent.,technical_support,neutral,urgent,getting server error try submit urgent
I received the wrong item in my package,shipping,negative,low,received wrong item package
I want to delete my account and all my data Please help me.,account,neutral,medium,want delete account data help
My bank account shows a charge but no confirmation,billing,negative,high,bank account shows charge confirmation
What are the specifications of your premium plan I have been waiting for days.,product_inquiry,positive,low,specifications premium plan waiting days
The feature is not working as expected Please help me.,technical_support,neutral,high,feature working expected help
I am getting a server error when I try to submit I am very frustrated.,technical_support,neutral,high,getting server error try submit frustrated
I forgot my password and cannot reset it Can someone assist me?,account,neutral,high,forgot password reset assist
I received a defective product and need a replacement I have been waiting for days.,returns,negative,low,received defective product need replacement waiting days
How long will my order take to arrive This is urgent.,shipping,negative,medium,long order arrive urgent
My payment was declined but money left my account Can someone assist me?,billing,negative,medium,payment declined money left account assist
I need to change my email address I have been waiting for days.,account,neutral,medium,need change email address waiting days
The tracking number is not updating Thank you in advance.,shipping,negative,medium,tracking number updating thank advance
Can I expedite my shipping This is urgent.,shipping,negative,high,expedite shipping urgent
My order was returned to sender Please help me.,shipping,negative,high,order returned sender help
I need a refund for the duplicate charge This is urgent.,billing,negative,high,need refund duplicate charge urgent
I have not received my refund after 2 weeks Can someone assist me?,returns,negative,low,received refund weeks assist
How long do refunds take to process,returns,negative,low,long refunds process
I cannot verify my email address Thank you in advance.,account,neutral,medium,verify email address thank advance
Overall great experience but the loading is a bit slow Can someone assist me?,feedback,neutral,low,overall great experience loading bit slow assist
I am very unhappy with the service I received Can someone assist me?,complaint,negative,urgent,unhappy service received assist
I have a suggestion for improving the checkout process Please help me.,feedback,positive,low,suggestion improving checkout process help
I received the wrong item in my package Please help me.,shipping,negative,medium,received wrong item package help
I want to exchange my item for a different size Thank you in advance.,returns,negative,low,want exchange item different size thank advance
The website is showing an error 500 I am very frustrated.,technical_support,neutral,medium,website showing error 500 frustrated
I have a suggestion for improving the checkout process,feedback,positive,low,suggestion improving checkout process
Is this service available in my country I am very frustrated.,product_inquiry,neutral,low,service available country frustrated
I have a suggestion for improving the checkout process I have been waiting for days.,feedback,positive,low,suggestion improving checkout process waiting days
I need to merge two accounts Can someone assist me?,account,neutral,medium,need merge accounts assist
How long will my order take to arrive Thank you in advance.,shipping,negative,high,long order arrive thank advance
What features are included in the enterprise tier,product_inquiry,positive,medium,features included enterprise tier
Nobody is responding to my previous emails Can someone assist me?,complaint,negative,high,responding previous emails assist
How long do refunds take to process This is urgent.,returns,negative,medium,long refunds process urgent
What is the difference between plan A and plan B Thank you in advance.,product_inquiry,positive,low,difference plan plan thank advance
My order was returned to sender Can someone assist me?,shipping,negative,high,order returned sender assist
I am furious about how my case was handled I have been waiting for days.,complaint,negative,urgent,furious case handled waiting days
The app crashes every time I open it I am very frustrated.,technical_support,neutral,high,app crashes time open frustrated
I have a suggestion for improving the checkout process This is urgent.,feedback,neutral,low,suggestion improving checkout process urgent
Is this service available in my country Please help me.,product_inquiry,neutral,medium,service available country help
I forgot my password and cannot reset it Can someone assist me?,account,neutral,low,forgot password reset assist
The mobile app is very slow and keeps freezing,technical_support,neutral,high,mobile app slow keeps freezing
How long do refunds take to process I have been waiting for days.,returns,negative,medium,long refunds process waiting days
I was charged twice for my subscription this month I am very frustrated.,billing,negative,medium,charged twice subscription month frustrated
I cannot upload files through the platform Please help me.,technical_support,neutral,urgent,upload files platform help
I love the new interface you released this week This is urgent.,feedback,positive,low,love new interface released week urgent
The website is showing an error 500 Please help me.,technical_support,neutral,medium,website showing error 500 help
Your agent was extremely rude and unhelpful I have been waiting for days.,complaint,neutral,high,agent extremely rude unhelpful waiting days
Do you have a free trial available,product_inquiry,neutral,low,free trial available
How long will my order take to arrive Please help me.,shipping,negative,medium,long order arrive help
My bank account shows a charge but no confirmation Can someone assist me?,billing,negative,high,bank account shows charge confirmation assist
I am considering switching to a competitor,complaint,neutral,medium,considering switching competitor
Your agent was extremely rude and unhelpful Please help me.,complaint,negative,high,agent extremely rude unhelpful help
I received a defective product and need a replacement,returns,negative,low,received defective product need replacement
My account has been locked out Thank you in advance.,account,neutral,low,account locked thank advance
My bank account shows a charge but no confirmation,billing,negative,high,bank account shows charge confirmation
The app crashes every time I open it I am very frustrated.,technical_support,neutral,medium,app crashes time open frustrated
Thank you for resolving my issue so quickly I am very frustrated.,feedback,positive,medium,thank resolving issue quickly frustrated
I cannot upload files through the platform This is urgent.,technical_support,neutral,high,upload files platform urgent
Can I use the product on multiple devices Thank you in advance.,product_inquiry,neutral,low,use product multiple devices thank advance
The tracking number is not updating This is urgent.,shipping,negative,medium,tracking number updating urgent
Thank you for resolving my issue so quickly Please help me.,feedback,positive,low,thank resolving issue quickly help
My invoice shows an incorrect amount Thank you in advance.,billing,negative,urgent,invoice shows incorrect thank advance
The tracking number is not updating Thank you in advance.,shipping,negative,high,tracking number updating thank advance
My account has been locked out I am very frustrated.,account,neutral,medium,account locked frustrated
Can I use the product on multiple devices I have been waiting for days.,product_inquiry,positive,low,use product multiple devices waiting days
I was charged twice for my subscription this month Thank you in advance.,billing,neutral,medium,charged twice subscription month thank advance
What is the difference between plan A and plan B,product_inquiry,positive,low,difference plan plan
I have been waiting 10 days for a resolution Please help me.,complaint,negative,medium,waiting 10 days resolution help
Please help me update my profile information Thank you in advance.,account,neutral,medium,help update profile information thank advance
What features are included in the enterprise tier This is urgent.,product_inquiry,positive,medium,features included enterprise tier urgent
The app crashes every time I open it Can someone assist me?,technical_support,neutral,medium,app crashes time open assist
My order was returned to sender Can someone assist me?,shipping,negative,high,order returned sender assist
Why was I charged more than I expected Can someone assist me?,billing,neutral,high,charged expected assist
I cannot verify my email address Thank you in advance.,account,neutral,low,verify email address thank advance
Thank you for resolving my issue so quickly This is urgent.,feedback,positive,low,thank resolving issue quickly urgent
I received a defective product and need a replacement Thank you in advance.,returns,neutral,low,received defective product need replacement thank advance
The app crashes every time I open it I have been waiting for days.,technical_support,neutral,medium,app crashes time open waiting days
I need to change my delivery address I am very frustrated.,shipping,negative,low,need change delivery address frustrated
I received the wrong item in my package Can someone assist me?,shipping,negative,low,received wrong item package assist
I cannot log in to my account Please help me.,technical_support,neutral,urgent,log account help
Thank you for resolving my issue so quickly I have been waiting for days.,feedback,positive,low,thank resolving issue quickly waiting days
I have not received my refund after 2 weeks Please help me.,returns,negative,medium,received refund weeks help
My account has been locked out Please help me.,account,neutral,low,account locked help
The feature is not working as expected I am very frustrated.,technical_support,neutral,medium,feature working expected frustrated
What is the difference between plan A and plan B Can someone assist me?,product_inquiry,positive,low,difference plan plan assist
Nobody is responding to my previous emails This is urgent.,complaint,negative,urgent,responding previous emails urgent
The feature is not working as expected Thank you in advance.,technical_support,neutral,high,feature working expected thank advance
I received the wrong item in my package,shipping,negative,high,received wrong item package
The app crashes every time I open it Please help me.,technical_support,neutral,medium,app crashes time open help
The website is showing an error 500 Thank you in advance.,technical_support,neutral,high,website showing error 500 thank advance
I received the wrong item in my package Thank you in advance.,shipping,negative,high,received wrong item package thank advance
I cannot verify my email address Can someone assist me?,account,neutral,high,verify email address assist
I want to exchange my item for a different size I am very frustrated.,returns,negative,medium,want exchange item different size frustrated
I love the new interface you released this week This is urgent.,feedback,positive,low,love new interface released week urgent
The tracking number is not updating,shipping,neutral,low,tracking number updating
My order was returned to sender I am very frustrated.,shipping,negative,high,order returned sender frustrated
What are the specifications of your premium plan I am very frustrated.,product_inquiry,positive,low,specifications premium plan frustrated
I have been waiting 10 days for a resolution This is urgent.,complaint,negative,high,waiting 10 days resolution urgent
I want to delete my account and all my data I have been waiting for days.,account,neutral,low,want delete account data waiting days
I want to delete my account and all my data,account,neutral,medium,want delete account data
I cannot verify my email address I have been waiting for days.,account,neutral,high,verify email address waiting days
I am very unhappy with the service I received This is urgent.,complaint,negative,high,unhappy service received urgent
The feature is not working as expected I am very frustrated.,technical_support,neutral,medium,feature working expected frustrated
I have not received my refund after 2 weeks This is urgent.,returns,negative,low,received refund weeks urgent
My invoice shows an incorrect amount Can someone assist me?,billing,negative,urgent,invoice shows incorrect assist
I need to change my email address Can someone assist me?,account,neutral,high,need change email address assist
I am considering switching to a competitor This is urgent.,complaint,negative,high,considering switching competitor urgent
My payment was declined but money left my account I have been waiting for days.,billing,negative,medium,payment declined money left account waiting days
My account was hacked and I need help I have been waiting for days.,account,neutral,medium,account hacked need help waiting days
I want to cancel my subscription and get a refund Please help me.,billing,negative,urgent,want cancel subscription refund help
Why was I charged more than I expected This is urgent.,billing,negative,medium,charged expected urgent
I received the wrong item in my package,shipping,neutral,low,received wrong item package
My order was returned to sender Please help me.,shipping,negative,high,order returned sender help
My bank account shows a charge but no confirmation Thank you in advance.,billing,negative,urgent,bank account shows charge confirmation thank advance
What is the difference between plan A and plan B I have been waiting for days.,product_inquiry,positive,low,difference plan plan waiting days
I want to cancel my subscription and get a refund I have been waiting for days.,billing,negative,urgent,want cancel subscription refund waiting days
I want to delete my account and all my data Can someone assist me?,account,neutral,medium,want delete account data assist
My account was hacked and I need help Thank you in advance.,account,neutral,high,account hacked need help thank advance
I want to cancel my subscription and get a refund,billing,negative,high,want cancel subscription refund
I forgot my password and cannot reset it Thank you in advance.,account,neutral,high,forgot password reset thank advance
Your service has gone downhill significantly,complaint,negative,urgent,service gone downhill significantly
I have a suggestion for improving the checkout process Thank you in advance.,feedback,positive,low,suggestion improving checkout process thank advance
I received a defective product and need a replacement,returns,negative,low,received defective product need replacement
I need to change my email address,account,neutral,low,need change email address
How does the cancellation policy work I am very frustrated.,product_inquiry,positive,low,does cancellation policy work frustrated
Does this product come with a warranty I am very frustrated.,product_inquiry,positive,low,does product come warranty frustrated
Does this product come with a warranty Please help me.,product_inquiry,neutral,low,does product come warranty help
How long do refunds take to process This is urgent.,returns,negative,medium,long refunds process urgent
The website is showing an error 500 I have been waiting for days.,technical_support,neutral,urgent,website showing error 500 waiting days
I am getting a server error when I try to submit Please help me.,technical_support,neutral,urgent,getting server error try submit help
I have a suggestion for improving the checkout process I have been waiting for days.,feedback,positive,low,suggestion improving checkout process waiting days
I forgot my password and cannot reset it Thank you in advance.,account,neutral,low,forgot password reset thank advance
I want to exchange my item for a different size Thank you in advance.,returns,negative,low,want exchange item different size thank advance
Do you have a free trial available Can someone assist me?,product_inquiry,positive,medium,free trial available assist
I received a defective product and need a replacement Thank you in advance.,returns,neutral,medium,received defective product need replacement thank advance
Thank you for resolving my issue so quickly,feedback,positive,low,thank resolving issue quickly
My payment was declined but money left my account,billing,neutral,medium,payment declined money left account
I love the new interface you released this week Thank you in advance.,feedback,neutral,low,love new interface released week thank advance
My order was returned to sender,shipping,neutral,medium,order returned sender
I want to return a product I bought last week Please help me.,returns,negative,low,want return product bought week help
Thank you for resolving my issue so quickly I have been waiting for days.,feedback,positive,medium,thank resolving issue quickly waiting days
Does this product come with a warranty I am very frustrated.,product_inquiry,positive,low,does product come warranty frustrated
How does the cancellation policy work I have been waiting for days.,product_inquiry,neutral,low,does cancellation policy work waiting days
I need to change my delivery address Can someone assist me?,shipping,negative,medium,need change delivery address assist
I have not received my refund after 2 weeks I am very frustrated.,returns,negative,low,received refund weeks frustrated
I need a refund for the duplicate charge Thank you in advance.,billing,neutral,urgent,need refund duplicate charge thank advance
Why was I charged more than I expected Please help me.,billing,neutral,high,charged expected help
Is this service available in my country I have been waiting for days.,product_inquiry,positive,medium,service available country waiting days
I need to change my delivery address,shipping,neutral,high,need change delivery address
I want to cancel my subscription and get a refund This is urgent.,billing,neutral,high,want cancel subscription refund urgent
My bank account shows a charge but no confirmation Thank you in advance.,billing,negative,urgent,bank account shows charge confirmation thank advance
The tracking number is not updating I am very frustrated.,shipping,neutral,high,tracking number updating frustrated
I can't update my credit card information,billing,negative,urgent,update credit card information
I want to delete my account and all my data Can someone assist me?,account,neutral,high,want delete account data assist
I want to exchange my item for a different size Please help me.,returns,neutral,medium,want exchange item different size help
I received a defective product and need a replacement This is urgent.,returns,negative,medium,received defective product need replacement urgent
What are the specifications of your premium plan Can someone assist me?,product_inquiry,positive,low,specifications premium plan assist
I cannot upload files through the platform I have been waiting for days.,technical_support,neutral,urgent,upload files platform waiting days
Can I expedite my shipping I have been waiting for days.,shipping,negative,medium,expedite shipping waiting days
Thank you for resolving my issue so quickly Thank you in advance.,feedback,positive,low,thank resolving issue quickly thank advance
Does this product come with a warranty Thank you in advance.,product_inquiry,neutral,low,does product come warranty thank advance
How long do refunds take to process I have been waiting for days.,returns,negative,low,long refunds process waiting days
What features are included in the enterprise tier,product_inquiry,positive,low,features included enterprise tier
Do you have a free trial available,product_inquiry,positive,low,free trial available
I want to delete my account and all my data Can someone assist me?,account,neutral,low,want delete account data assist
How does the cancellation policy work I am very frustrated.,product_inquiry,positive,low,does cancellation policy work frustrated
I love the new interface you released this week I have been waiting for days.,feedback,neutral,low,love new interface released week waiting days
The mobile app is very slow and keeps freezing Can someone assist me?,technical_support,neutral,urgent,mobile app slow keeps freezing assist
I need to change my delivery address I am very frustrated.,shipping,neutral,medium,need change delivery address frustrated
Overall great experience but the loading is a bit slow Thank you in advance.,feedback,positive,medium,overall great experience loading bit slow thank advance
My return was rejected but the item was faulty I am very frustrated.,returns,negative,medium,return rejected item faulty frustrated
How long will my order take to arrive Thank you in advance.,shipping,neutral,medium,long order arrive thank advance
I need to change my email address I am very frustrated.,account,neutral,high,need change email address frustrated
I want to delete my account and all my data,account,neutral,medium,want delete account data
I have not received my refund after 2 weeks Please help me.,returns,neutral,medium,received refund weeks help
My order was returned to sender Thank you in advance.,shipping,negative,high,order returned sender thank advance
The return window was missed due to shipping delays I am very frustrated.,returns,neutral,low,return window missed shipping delays frustrated
Can I use the product on multiple devices This is urgent.,product_inquiry,positive,medium,use product multiple devices urgent
The tracking number is not updating,shipping,negative,low,tracking number updating
My return was rejected but the item was faulty Can someone assist me?,returns,negative,low,return rejected item faulty assist
I cannot verify my email address This is urgent.,account,neutral,low,verify email address urgent
The app crashes every time I open it Please help me.,technical_support,neutral,high,app crashes time open help
I want to cancel my subscription and get a refund Can someone assist me?,billing,negative,high,want cancel subscription refund assist
My payment was declined but money left my account I am very frustrated.,billing,negative,high,payment declined money left account frustrated
Can I use the product on multiple devices Thank you in advance.,product_inquiry,positive,low,use product multiple devices thank advance
My payment was declined but money left my account This is urgent.,billing,negative,urgent,payment declined money left account urgent
I need to change my email address Please help me.,account,neutral,low,need change email address help
I want to cancel my subscription and get a refund Please help me.,billing,neutral,urgent,want cancel subscription refund help
My package was marked delivered but I did not receive it This is urgent.,shipping,neutral,low,package marked delivered did receive urgent
I forgot my password and cannot reset it I have been waiting for days.,account,neutral,medium,forgot password reset waiting days
Your platform is one of the best I have used Can someone assist me?,feedback,positive,low,platform best used assist
I think the mobile app needs a dark mode This is urgent.,feedback,positive,low,think mobile app needs dark mode urgent
I am considering switching to a competitor Please help me.,complaint,negative,high,considering switching competitor help
Why was I charged more than I expected I have been waiting for days.,billing,negative,high,charged expected waiting days
My payment was declined but money left my account Please help me.,billing,negative,medium,payment declined money left account help
How long do refunds take to process I am very frustrated.,returns,neutral,low,long refunds process frustrated
What features are included in the enterprise tier Please help me.,product_inquiry,positive,medium,features included enterprise tier help
I want to cancel my subscription and get a refund Can someone assist me?,billing,negative,high,want cancel subscription refund assist
The return window was missed due to shipping delays I have been waiting for days.,returns,negative,medium,return window missed shipping delays waiting days
I cannot upload files through the platform Thank you in advance.,technical_support,neutral,urgent,upload files platform thank advance
My bank account shows a charge but no confirmation Thank you in advance.,billing,negative,medium,bank account shows charge confirmation thank advance
My account has been locked out I have been waiting for days.,account,neutral,medium,account locked waiting days
What features are included in the enterprise tier I am very frustrated.,product_inquiry,positive,low,features included enterprise tier frustrated
How long will my order take to arrive This is urgent.,shipping,negative,low,long order arrive urgent
My payment was declined but money left my account Please help me.,billing,negative,urgent,payment declined money left account help
My order has not arrived after 2 weeks Please help me.,shipping,negative,low,order arrived weeks help
What features are included in the enterprise tier This is urgent.,product_inquiry,positive,medium,features included enterprise tier urgent
I received the wrong item in my package This is urgent.,shipping,negative,high,received wrong item package urgent
I want to exchange my item for a different size,returns,negative,medium,want exchange item different size
I need to change my delivery address Can someone assist me?,shipping,negative,low,need change delivery address assist
I am furious about how my case was handled I have been waiting for days.,complaint,neutral,urgent,furious case handled waiting days
What is the difference between plan A and plan B Can someone assist me?,product_inquiry,positive,low,difference plan plan assist
I want to cancel my subscription and get a refund I am very frustrated.,billing,negative,medium,want cancel subscription refund frustrated
I have been waiting 10 days for a resolution Please help me.,complaint,negative,urgent,waiting 10 days resolution help
Thank you for resolving my issue so quickly,feedback,positive,low,thank resolving issue quickly
The customer support team was incredibly helpful Thank you in advance.,feedback,positive,medium,customer support team incredibly helpful thank advance
Can I use the product on multiple devices,product_inquiry,positive,low,use product multiple devices
The return window was missed due to shipping delays Thank you in advance.,returns,neutral,low,return window missed shipping delays thank advance
I love the new interface you released this week I am very frustrated.,feedback,positive,low,love new interface released week frustrated
Do you have a free trial available Thank you in advance.,product_inquiry,positive,low,free trial available thank advance
I received a defective product and need a replacement,returns,negative,low,received defective product need replacement
My account was hacked and I need help Thank you in advance.,account,neutral,medium,account hacked need help thank advance
How long do refunds take to process Can someone assist me?,returns,negative,low,long refunds process assist
I have not received my refund after 2 weeks Thank you in advance.,returns,neutral,low,received refund weeks thank advance
I received the wrong item in my package This is urgent.,shipping,negative,high,received wrong item package urgent
I cannot upload files through the platform I have been waiting for days.,technical_support,neutral,urgent,upload files platform waiting days
How long will my order take to arrive This is urgent.,shipping,negative,medium,long order arrive urgent
My account has been locked out Please help me.,account,neutral,high,account locked help
My account has been locked out Can someone assist me?,account,neutral,high,account locked assist
Does this product come with a warranty I have been waiting for days.,product_inquiry,positive,low,does product come warranty waiting days
I need a refund for the duplicate charge,billing,negative,high,need refund duplicate charge
I received the wrong item in my package,shipping,negative,high,received wrong item package
How does the cancellation policy work Please help me.,product_inquiry,positive,low,does cancellation policy work help
I need a refund for the duplicate charge I am very frustrated.,billing,negative,urgent,need refund duplicate charge frustrated
I need to change my email address I am very frustrated.,account,neutral,high,need change email address frustrated
Your service has gone downhill significantly Can someone assist me?,complaint,negative,medium,service gone downhill significantly assist
Your platform is one of the best I have used,feedback,positive,medium,platform best used
I forgot my password and cannot reset it Can someone assist me?,account,neutral,low,forgot password reset assist
Do you have a free trial available Can someone assist me?,product_inquiry,positive,low,free trial available assist
I have a suggestion for improving the checkout process I am very frustrated.,feedback,positive,low,suggestion improving checkout process frustrated
I love the new interface you released this week,feedback,neutral,low,love new interface released week
My bank account shows a charge but no confirmation I have been waiting for days.,billing,negative,urgent,bank account shows charge confirmation waiting days
My order has not arrived after 2 weeks,shipping,negative,low,order arrived weeks
I was charged twice for my subscription this month Thank you in advance.,billing,negative,high,charged twice subscription month thank advance
I need to change my email address Please help me.,account,neutral,high,need change email address help
I want to cancel my subscription and get a refund I have been waiting for days.,billing,negative,urgent,want cancel subscription refund waiting days
What are the specifications of your premium plan Can someone assist me?,product_inquiry,positive,low,specifications premium plan assist
I need to change my delivery address Please help me.,shipping,neutral,low,need change delivery address help
This is the third time I have had this problem This is urgent.,complaint,negative,high,time problem urgent
I am furious about how my case was handled This is urgent.,complaint,neutral,high,furious case handled urgent
I need to change my email address This is urgent.,account,neutral,medium,need change email address urgent
I want to cancel my subscription and get a refund Please help me.,billing,neutral,high,want cancel subscription refund help
I cannot log in to my account Thank you in advance.,technical_support,neutral,high,log account thank advance
Thank you for resolving my issue so quickly I am very frustrated.,feedback,neutral,medium,thank resolving issue quickly frustrated
I want to return a product I bought last week I am very frustrated.,returns,negative,medium,want return product bought week frustrated
I want to exchange my item for a different size Thank you in advance.,returns,neutral,low,want exchange item different size thank advance
I think the mobile app needs a dark mode,feedback,positive,medium,think mobile app needs dark mode
I need to change my email address I am very frustrated.,account,neutral,medium,need change email address frustrated
I am getting a server error when I try to submit I am very frustrated.,technical_support,neutral,medium,getting server error try submit frustrated
I am very unhappy with the service I received I am very frustrated.,complaint,negative,medium,unhappy service received frustrated
I need a refund for the duplicate charge,billing,negative,medium,need refund duplicate charge
My invoice shows an incorrect amount,billing,negative,high,invoice shows incorrect
Is this service available in my country,product_inquiry,positive,medium,service available country
How long do refunds take to process,returns,neutral,low,long refunds process
My payment was declined but money left my account Can someone assist me?,billing,neutral,medium,payment declined money left account assist
Overall great experience but the loading is a bit slow Thank you in advance.,feedback,neutral,low,overall great experience loading bit slow thank advance
I was charged twice for my subscription this month Thank you in advance.,billing,negative,urgent,charged twice subscription month thank advance
The tracking number is not updating This is urgent.,shipping,negative,low,tracking number updating urgent
My account was hacked and I need help Thank you in advance.,account,neutral,low,account hacked need help thank advance
Please help me update my profile information Can someone assist me?,account,neutral,high,help update profile information assist
The mobile app is very slow and keeps freezing Thank you in advance.,technical_support,neutral,high,mobile app slow keeps freezing thank advance
I am very unhappy with the service I received This is urgent.,complaint,negative,medium,unhappy service received urgent
I cannot log in to my account I have been waiting for days.,technical_support,neutral,high,log account waiting days
The mobile app is very slow and keeps freezing Thank you in advance.,technical_support,neutral,urgent,mobile app slow keeps freezing thank advance
I have not received my refund after 2 weeks This is urgent.,returns,negative,medium,received refund weeks urgent
Can I use the product on multiple devices Please help me.,product_inquiry,neutral,medium,use product multiple devices help
My order was returned to sender Thank you in advance.,shipping,negative,high,order returned sender thank advance
I am furious about how my case was handled Thank you in advance.,complaint,negative,urgent,furious case handled thank advance
Can I expedite my shipping Please help me.,shipping,neutral,medium,expedite shipping help
I forgot my password and cannot reset it This is urgent.,account,neutral,high,forgot password reset urgent
I need a refund for the duplicate charge This is urgent.,billing,negative,medium,need refund duplicate charge urgent
I cannot log in to my account Thank you in advance.,technical_support,neutral,urgent,log account thank advance
My bank account shows a charge but no confirmation Can someone assist me?,billing,negative,medium,bank account shows charge confirmation assist
Nobody is responding to my previous emails,complaint,negative,urgent,responding previous emails
The mobile app is very slow and keeps freezing This is urgent.,technical_support,neutral,urgent,mobile app slow keeps freezing urgent
My account was hacked and I need help I have been waiting for days.,account,neutral,high,account hacked need help waiting days
I need a refund for the duplicate charge Please help me.,billing,negative,medium,need refund duplicate charge help
The return window was missed due to shipping delays Please help me.,returns,negative,medium,return window missed shipping delays help
I want to exchange my item for a different size Thank you in advance.,returns,negative,low,want exchange item different size thank advance
My account was hacked and I need help,account,neutral,medium,account hacked need help
I am considering switching to a competitor I am very frustrated.,complaint,negative,high,considering switching competitor frustrated
My account was hacked and I need help Can someone assist me?,account,neutral,medium,account hacked need help assist
Is this service available in my country Please help me.,product_inquiry,positive,low,service available country help
My order has not arrived after 2 weeks Thank you in advance.,shipping,negative,high,order arrived weeks thank advance
My payment was declined but money left my account Can someone assist me?,billing,neutral,medium,payment declined money left account assist
How do I initiate a return for a damaged item,returns,neutral,low,initiate return damaged item
Your platform is one of the best I have used This is urgent.,feedback,positive,medium,platform best used urgent
Do you have a free trial available Please help me.,product_inquiry,positive,medium,free trial available help
How long will my order take to arrive Can someone assist me?,shipping,neutral,medium,long order arrive assist
Thank you for resolving my issue so quickly I am very frustrated.,feedback,neutral,medium,thank resolving issue quickly frustrated
I want to cancel my subscription and get a refund,billing,negative,high,want cancel subscription refund
Overall great experience but the loading is a bit slow I have been waiting for days.,feedback,positive,medium,overall great experience loading bit slow waiting days
I cannot log in to my account Please help me.,technical_support,neutral,high,log account help
My order was returned to sender This is urgent.,shipping,negative,low,order returned sender urgent
My package was marked delivered but I did not receive it I am very frustrated.,shipping,neutral,low,package marked delivered did receive frustrated
My payment was declined but money left my account Please help me.,billing,negative,high,payment declined money left account help
I want to delete my account and all my data I am very frustrated.,account,neutral,high,want delete account data frustrated
I am very unhappy with the service I received I am very frustrated.,complaint,neutral,medium,unhappy service received frustrated
What features are included in the enterprise tier Thank you in advance.,product_inquiry,positive,low,features included enterprise tier thank advance
I forgot my password and cannot reset it Thank you in advance.,account,neutral,medium,forgot password reset thank advance
The return window was missed due to shipping delays Can someone assist me?,returns,negative,medium,return window missed shipping delays assist
My return was rejected but the item was faulty Please help me.,returns,negative,low,return rejected item faulty help
Does this product come with a warranty,product_inquiry,neutral,low,does product come warranty
My order has not arrived after 2 weeks,shipping,negative,high,order arrived weeks
Your service has gone downhill significantly This is urgent.,complaint,neutral,high,service gone downhill significantly urgent
Your agent was extremely rude and unhelpful I am very frustrated.,complaint,negative,medium,agent extremely rude unhelpful frustrated
I can't update my credit card information Please help me.,billing,negative,urgent,update credit card information help
This is the third time I have had this problem Can someone assist me?,complaint,negative,urgent,time problem assist
I cannot verify my email address I have been waiting for days.,account,neutral,low,verify email address waiting days
Thank you for resolving my issue so quickly Please help me.,feedback,positive,medium,thank resolving issue quickly help
What features are included in the enterprise tier Please help me.,product_inquiry,positive,low,features included enterprise tier help
My data is not syncing between devices This is urgent.,technical_support,neutral,urgent,data syncing devices urgent
I think the mobile app needs a dark mode Can someone assist me?,feedback,positive,medium,think mobile app needs dark mode assist
Thank you for resolving my issue so quickly,feedback,positive,low,thank resolving issue quickly
I have been waiting 10 days for a resolution Please help me.,complaint,negative,high,waiting 10 days resolution help
Overall great experience but the loading is a bit slow Can someone assist me?,feedback,neutral,medium,overall great experience loading bit slow assist
The mobile app is very slow and keeps freezing I am very frustrated.,technical_support,neutral,medium,mobile app slow keeps freezing frustrated
I cannot verify my email address,account,neutral,low,verify email address
My account has been locked out Please help me.,account,neutral,low,account locked help
My account has been locked out Thank you in advance.,account,neutral,medium,account locked thank advance
What is the difference between plan A and plan B Can someone assist me?,product_inquiry,positive,low,difference plan plan assist
The mobile app is very slow and keeps freezing Can someone assist me?,technical_support,neutral,medium,mobile app slow keeps freezing assist
The feature is not working as expected Thank you in advance.,technical_support,neutral,high,feature working expected thank advance
The feature is not working as expected This is urgent.,technical_support,neutral,urgent,feature working expected urgent
What are the specifications of your premium plan I am very frustrated.,product_inquiry,positive,low,specifications premium plan frustrated
Can I use the product on multiple devices I have been waiting for days.,product_inquiry,positive,low,use product multiple devices waiting days
I need to change my email address Can someone assist me?,account,neutral,medium,need change email address assist
I have been waiting 10 days for a resolution I have been waiting for days.,complaint,negative,urgent,waiting 10 days resolution waiting days
My data is not syncing between devices I am very frustrated.,technical_support,neutral,urgent,data syncing devices frustrated
The feature is not working as expected Please help me.,technical_support,neutral,high,feature working expected help
Thank you for resolving my issue so quickly Thank you in advance.,feedback,positive,low,thank resolving issue quickly thank advance
